"CODIGO_TUSS";"Termo_TUSS";"Grau_Equivalencia";"CODIGO_SUS";"PROCEDIMENTO_SUS"
"40304914";"Tempo de sangramento (Duke) - determinação";"1";"202020096";"DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE"
"40304957";"Adenograma (inclui hemograma)";"1";"202090027";"ADENOGRAMA"
"40305112";"Ácido 5 hidróxi indol acético, dosagem na urina";"2";"202060071";"DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA)"
"40305589";"Prova para diabete insípido (restrição hídrica  NaCL 3% vasopressina)";"2";"202060462";"TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS"
"40305767";"Hormônio gonodotrofico corionico quantitativo (HCG-Beta-HCG) - dosagem";"1";"202060217";"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)"
"40306771";"Cross match (prova cruzada de histocompatibilidade para transplante renal)";"2";"501040072";"PROVAS CRUZADAS EM DOADOR VIVO DE RIM (CROSS MATCH)"
"40307590";"Montenegro, IDeR";"1";"202031101";"REACAO DE MONTENEGRO ID"
"40307638";"PPD (tuberculina), IDeR";"2";"202030245";"INTADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD)"
"40307735";"Sífilis - FTA-ABS-IgG - pesquisa";"2";"202031128";"TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS"
"40307743";"Sífilis - FTA-ABS-IgM - pesquisa";"2";"202031136";"TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS"
"40307751";"Sífilis - TPHA - pesquisa";"2";"202031098";"REACAO DE HEMAGLUTINACAO (TPHA) P/ DIAGNOSTICO DA SIFILIS"
"40307760";"Sífilis - VDRL";"2";"202031110";"TESTE DE VDRL P/ DETECÇÃO DE SIFILIS"
"40308030";"Fator reumatóide, teste do látex (qualitativo) - pesquisa";"2";"202090302";"PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE"
"40308278";"Schistosomose, pesquisa";"2";"202040119";"PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA)"
"40308391";"Proteína C reativa, quantitativa - pesquisa e/ou dosagem";"2";"202030083";"DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA"
"40309061";"Eletroforese de proteínas no líquor, com concentração - pesquisa e/ou dosagem em líquidos orgânicos";"2";"202090159";"ELETROFORESE DE PROTEINAS C/ CONCENTRACAO NO LIQUOR"
"40309401";"Clements, teste";"1";"202090337";"TESTE DE CLEMENTS"
"40309410";"Espectrofotometria de líquido amniótico";"1";"202090167";"ESPECTROFOTOMETRIA NO LIQUIDO AMNIOTICO"
"40309509";"Cristais com luz polarizada - pesquisa e/ou dosagem em líquidos orgânicos";"2";"202090256";"PESQUISA DE CRISTAIS C/ LUZ POLARIZADA"
"40310019";"A fresco, exame";"2";"202080145";"EXAME MICROBIOLOGICO A FRESCO (DIRETO)"
"40310124";"Cultura bacteriana (em diversos materiais biológicos)";"2";"202080080";"CULTURA DE BACTERIAS P/ IDENTIFICACAO"
"40310132";"Cultura para bactérias anaeróbicas";"1";"202080129";"CULTURA PARA BACTERIAS ANAEROBICAS"
"40310140";"Cultura para fungos";"2";"202080137";"CULTURA PARA IDENTIFICACAO DE FUNGOS"
"40310248";"Hemocultura (por amostra)";"1";"202080153";"HEMOCULTURA"
"40310299";"Leptospira (campo escuro após concentração) pesquisa";"2";"202080226";"PESQUISA DE LEPTOSPIRAS"
"40310329";"Pneumocysti carinii, pesquisa por coloração especial";"2";"202080170";"PEQUISA DE PNEUMOCYSTI CARINI"
"40310337";"Rotavírus, pesquisa, Elisa";"2";"202040135";"PESQUISA DE ROTAVIRUS NAS FEZES"
"40310345";"Treponema (campo escuro) - pesquisa";"2";"202080234";"PESQUISA DE TREPONEMA PALLIDUM"
"40310400";"Cultura automatizada - MICROBIOLOGIA";"2";"202080161";"IDENTIFICACAO AUTOMATIZADA DE MICROORGANISMOS"
"40310418";"Antibiograma (teste de sensibilidade e antibióticos e quimioterápicos), por bactéria - não automatizado";"2";"202080013";"ANTIBIOGRAMA"
"40310655";"Influenza vírus, isolamento";"1";"213010402";"ISOLAMENTO DO VIRUS DA INFLUENZA"
"40311040";"Cálculos urinários - análise";"2";"202050130";"EXAME QUALITATIVO DE CALCULOS URINARIOS"
"40311066";"Cistinúria, pesquisa";"2";"202050190";"PESQUISA DE CISTINA NA URINA"
"40311090";"Cromatografia de açúcares - na urina";"2";"202050076";"IDENTIFICAÇÃO DE GLICÍDIOS URINÁRIOS POR CROMATOGRAFIA (CAMADA DELGADA)"
"40311112";"Erros inatos do metabolismo baterias de testes químicos de triagem em urina (mínimo de 6 testes)";"2";"202050211";"PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA"
"40311120";"Frutosúria, pesquisa";"2";"202050238";"PESQUISA DE FRUTOSE NA URINA"
"40311171";"Microalbuminúria";"1";"202050092";"DOSAGEM DE MICROALBUMINA NA URINA"
"40311198";"Porfobilinogênio, pesquisa - na urina";"1";"202050297";"PESQUISA DE PORFOBILINOGENIO NA URINA"
"40311210";"Rotina de urina (caracteres físicos, elementos anormais e sedimentoscopia)";"2";"202050017";"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA"
"40311287";"Beta mercapto-lactato-disulfidúria,pesquisa - na urina";"1";"202050173";"PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA"
"40311295";"Contagem sedimentar de Addis";"2";"202050050";"CONTAGEM DE ADDIS"
"40311309";"Eletroforese de proteínas urinárias, com concentração";"2";"202050300";"PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE)"
"40311350";"Osmolalidade, determinação - na urina";"2";"202050068";"DETERMINACAO DE OSMOLALIDADE"
"40311376";"Prova de diluição - na urina";"1";"202050327";"PROVA DE DILUICAO (URINA)"
"40312070";"Gastroacidograma - secreção basal para 60' e 4 amostras após o estímulo (fornecimento de material inclusive tubagem), teste";"1";"202090345";"TESTE DE GASTROACIDOGRAMA - SECRECAO BASAL POR 60 EM 4 AMOSTRAS"
"40312313";"Prova fármaco-dinâmica";"1";"211080071";"PROVA FARMACODINAMICA"
"40314081";"Hepatite B (quantitativo) PCR - pesquisa";"1";"213010208";"IDENTIFICACAO DO VIRUS DA HEPATITE B POR PCR (QUANTITATIVO)"
"40314111";"Hepatite C - genotipagem - pesquisa";"2";"202030210";"GENOTIPAGEM DE VIRUS DA HEPATITE C"
"40314120";"HIV - carga viral PCR - pesquisa";"2";"213010011";"DETERMINACAO DE CARGA VIRAL DO HIV POR RT-PCR"
"40316645";"Anticorpos antinucleossomo, soro";"2";"202030598";"PESQUISA DE ANTICORPOS ANTINUCLEO"
"40316653";"Antígenos prostático específico complexado, soro";"2";"202030105";"DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA)"
"40317226";"Teste de supressão do GH pela sobrecarga de glicose (cada dosagem de GH)";"2";"202060454";"TESTE DE SUPRESSAO DO HGH APOS GLICOSE"
"40317471";"Prova funcional de estímulo da prolactina após TRH sem fornecimento do medicamento (por dosagem)";"2";"202060403";"TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH"
"40319040";"Cadeia Kappa-Lambda leve livre";"2";"202050181";"PESQUISA DE CADEIAS LEVES KAPPA E LAMBDA"
"40319091";"Fator X ativado";"2";"202020258";"DOSAGEM DE FATOR X"
"40319121";"Hemácias, tempo de sobrevida das";"1";"202020118";"DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS"
"40319130";"Hemoglobina fetal, dosagem";"1";"202020320";"DOSAGEM DE HEMOGLOBINA FETAL"
"40319270";"Tempo de Lise de Euglobulina";"1";"202020088";"DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA"
"40321550";"Serotonina (sangue)";"2";"202060071";"DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA)"
"40322300";"Curva glicêmica clássica (5 dosagens)";"1";"202010074";"DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS)"
"40323315";"Epstein BARR antígeno nuclear - IgM";"2";"202030946";"PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR"
"40323455";"Histoplasma, pesquisa de";"2";"202030652";"PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA"
"40323595";"Pesquisa de adenovirus";"2";"202030377";"PESQUISA DE ANTICORPOS ANTIADENOVIRUS"
"40323625";"Pesquisa de influenza A e B por imunofluorescência";"2";"213010224";"IMUNOFLUORESCENCIA DIRETA P/ IDENTIFICACAO DO VIRUS DA INFLUENZA"
"40323641";"Pesquisa direta anticorpos anti plaqueta - IgG";"2";"202120015";"DETERMINACAO DE ANTICORPOS ANTIPLAQUETARIOS"
"40323668";"Pesquisa para haemophilus ducreyi";"1";"202080200";"PESQUISA DE HAEMOPHILUS DUCREY"
"40323919";"Teste rápido para detecção de HIV em gestante";"1";"214010040";"TESTE RAPIDO PARA DETECCAO DE HIV EM GESTANTE"
"40324079";"HIV1/2, anticorpos (teste rápido)";"1";"214010058";"TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV"
"40402037";"Sangria terapêutica";"1";"306020041";"SANGRIA TERAPEUTICA"
"40402045";"Unidade de concentrado de hemácias";"2";"306020068";"TRANSFUSAO DE CONCENTRADO DE HEMACIAS"
"40402061";"Unidade de concentrado de plaquetas por aférese";"2";"306020092";"TRANSFUSAO DE PLAQUETAS POR AFERESE"
"40402096";"Unidade de plasma";"2";"306020106";"TRANSFUSAO DE PLASMA FRESCO"
"40402100";"Unidade de sangue total";"2";"306020149";"TRANSFUSAO DE UNIDADE DE SANGUE TOTAL"
"40402118";"Deleucotização de unidade de concentrado de hemácias - por unidade";"1";"212020013";"DELEUCOCITACAO DE CONCENTRADO DE HEMACIAS"
"40402126";"Deleucotização de unidade de concentrado de plaquetas - até 6 unidades";"1";"212020021";"DELEUCOCITACAO DE CONCENTRADO DE PLAQUETAS"
"40402134";"Irradiação de componentes hemoterápicos";"1";"212020030";"IRRADIACAO DE SANGUE E COMPONENTES DESTINADOS A TRANSFUSAO"
"40402142";"Deleucotização de unidade de concentrado de plaquetas - entre 7 e 12 unidades";"2";"212020021";"DELEUCOCITACAO DE CONCENTRADO DE PLAQUETAS"
"40402150";"Unidade de concentrado de granulócitos";"2";"306020050";"TRANSFUSAO DE CONCENTRADO DE GRANULOCITOS"
"40403068";"Coleta de biópsia de medula óssea por agulha";"1";"201010275";"BIOPSIA DE MEDULA OSSEA"
"40403122";"Exsanguíneo  transfusão";"2";"306020130";"TRANSFUSAO DE SUBSTITUICAO / TROCA (EXSANGUINEOTRANSFUSÃO)"
"40403157";"Fenotipagem do sistema RH-HR (D, C, E, C E C) gel teste";"2";"202120031";"FENOTIPAGEM DE SISTEMA RH - HR"
"40403254";"Imunofenotipagem para classificação de leucemias - Citômetro de Fluxo";"2";"202030237";"IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR)"
"40403343";"Pesquisa de anticorpos séricos irregulares antieritrocitários";"1";"202120040";"IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS"
"40403360";"Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição";"2";"202120058";"PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO"
"40403688";"Teste de Coombs direto";"2";"202020541";"TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD)"
"40403866";"Transfusão fetal intra-uterina";"1";"306020157";"TRANSFUSAO FETAL INTRA-UTERINA"
"40501051";"Cariótipo de sangue (técnicas com bandas)";"2";"202100030";"DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS)"
"40501094";"Cariótipo em vilosidades coriônicas (cultivo de trofoblastos)";"2";"202100022";"DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS)"
"40501159";"Fish em metáfase ou núcleo interfásico, por sonda";"2";"202100090";"FISH EM METÁFASE OU NÚCLEO INTERFÁSICO, POR DOENÇA"
"40502040";"Baterias de testes químicos de triagem em urina para erros inatos do metabolismo (mínimo de seis testes)";"2";"202050211";"PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA"
"40502104";"Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)";"2";"202100197";"ENSAIOS ENZIMÁTICOS EM TECIDO CULTIVADO PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO"
"40502163";"Testes químicos de triagem em urina para erros inatos do metabolismo (cada)";"2";"202050211";"PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA"
"40503151";"Análise de DNA por MLPA, por sonda de DNA utilizada, por amostra";"2";"202100073";"ANÁLISE DE DNA POR MLPA"
"40503160";"Análise de DNA pela técnica de Southern Blot, por sonda utilizada, por amostra";"2";"202100065";"ANÁLISE DE DNA PELA TÉCNICA DE  SOUTHERN BLOT"
"40601013";"Procedimento diagnóstico peroperatório sem deslocamento do patologista";"2";"203020030";"EXAME ANATOMO-PATOLÓGICO PARA CONGELAMENTO / PARAFINA POR PEÇA CIRURGICA OU POR BIOPSIA (EXCETO COLO UTERINO E MAMA)"
"40601030";"Procedimento diagnóstico peroperatório com deslocamento do patologista";"2";"203020030";"EXAME ANATOMO-PATOLÓGICO PARA CONGELAMENTO / PARAFINA POR PEÇA CIRURGICA OU POR BIOPSIA (EXCETO COLO UTERINO E MAMA)"
"40601145";"Procedimento diagnóstico em citologia hormonal seriado";"1";"203010027";"EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS)"
"40701050";"Cintilografia do miocárdio necrose (infarto agudo)";"1";"208010041";"CINTILOGRAFIA DE MIOCARDIO P/ LOCALIZACAO DE NECROSE (MINIMO 3 PROJECOES )"
"40701069";"Cintilografia do miocárdio perfusão - repouso";"1";"208010033";"CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE REPOUSO (MINIMO 3 PROJECOES)"
"40701077";"Cintilografia sincronizada das câmaras cardíacas - esforço";"1";"208010076";"CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE ESFORCO"
"40701085";"Cintilografia sincronizada das câmaras cardíacas - repouso";"1";"208010084";"CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE REPOUSO (VENTRICULOGRAFIA)"
"40701093";"Fluxo sanguíneo das extremidades";"2";"208010050";"CINTILOGRAFIA P/ AVALIACAO DE FLUXO SANGUINEO DE EXTREMIDADES"
"40701115";"Quantificação de ""shunt"" periférico";"2";"208010068";"CINTILOGRAFIA P/ QUANTIFICACAO DE SHUNT EXTRACARDIACO"
"40702014";"Cintilografia das glândulas salivares com ou sem estímulo";"1";"208020039";"CINTILOGRAFIA DE GLANDULAS SALIVARES C/ OU S/ ESTIMULO"
"40702022";"Cintilografia do fígado e do baço";"1";"208020012";"CINTILOGRAFIA DE FIGADO E BACO (MINIMO 5 IMAGENS)"
"40702030";"Cintilografia do fígado e vias biliares";"1";"208020020";"CINTILOGRAFIA DE FIGADO E VIAS BILIARES"
"40702049";"Cintilografia para detecção de hemorragia digestória ativa";"1";"208020098";"CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA ATIVA"
"40702057";"Cintilografia para detecção de hemorragia digestória não ativa";"1";"208020101";"CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA NAO ATIVA"
"40702065";"Cintilografia para determinação do tempo de esvaziamento gástrico";"2";"208020071";"CINTILOGRAFIA P/ ESTUDO DE TRANSITO GASTRICO"
"40702073";"Cintilografia para estudo de trânsito esofágico (líquidos)";"1";"208020055";"CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (LIQUIDO)"
"40702081";"Cintilografia para estudo de trânsito esofágico (semi-sólidos)";"1";"208020063";"CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (SEMI-SOLIDO)"
"40702090";"Cintilografia para pesquisa de divertículo de Meckel";"1";"208020080";"CINTILOGRAFIA P/ PESQUISA DE DIVERTICULOSE DE MECKEL"
"40702103";"Cintilografia para pesquisa de refluxo gastro-esofágico";"1";"208020110";"CINTILOGRAFIA P/ PESQUISA DE REFLUXO GASTRO-ESOFAGICO"
"40703045";"Cintilografia das paratireóides";"1";"208030018";"CINTILOGRAFIA DE PARATIREOIDES"
"40703061";"Teste de estímulo com TSH recombinante";"2";"202060403";"TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH"
"40703088";"Teste do perclorato";"2";"208030050";"TESTE DO PERCLORATO C/ RADIOISOTOPO"
"40704017";"Cintilografia renal dinâmica";"2";"208040102";"ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO"
"40704050";"Cistocintilografia direta";"1";"208040064";"CISTOCINTILOGRAFIA DIRETA"
"40704068";"Cistocintilografia indireta";"1";"208040072";"CISTOCINTILOGRAFIA INDIRETA"
"40704076";"Determinação da filtração glomerular";"1";"208040080";"DETERMINACAO DE FILTRACAO GLOMERULAR"
"40704084";"Determinação do fluxo plasmático renal";"1";"208040099";"DETERMINACAO DE FLUXO PLASMATICO RENAL"
"40705013";"Cintilografia do sistema retículo-endotelial (medula óssea)";"1";"208080015";"CINTILOGRAFIA DE SISTEMA RETICULO-ENDOTELIAL (MEDULA OSSEA)"
"40705021";"Demonstração do sequestro de hemácias pelo baço";"2";"208080023";"DEMONSTRACAO DE SEQUESTRO DE HEMACIAS PELO BACO (C/ RADIOISOTOPOS)"
"40705030";"Determinação da sobrevida de hemácias";"2";"208080031";"DETERMINACAO DE SOBREVIDA DE HEMACIAS (C/ RADIOSOTOPOS)"
"40706010";"Cintilografia óssea (corpo total)";"2";"208050027";"CINTILOGRAFIA DE ESQUELETO (CORPO INTEIRO)"
"40707059";"Cisternocintilografia para pesquisa de fístula liquórica";"1";"208060022";"CISTERNOCINTILOGRAFIA (INCLUINDO PESQUISA E/OU AVALIACAO DO TRANSITO LIQUORICO)"
"40707067";"Fluxo sanguíneo cerebral";"1";"208060030";"ESTUDO DE FLUXO SANGUINEO CEREBRAL"
"40707083";"Ventrículo-cintilografia";"2";"208060022";"CISTERNOCINTILOGRAFIA (INCLUINDO PESQUISA E/OU AVALIACAO DO TRANSITO LIQUORICO)"
"40708063";"Cintilografia de mama (bilateral)";"1";"208090037";"CINTILOGRAFIA DE MAMA (BILATERAL)"
"40708101";"Linfocintilografia";"1";"208080040";"LINFOCINTILOGRAFIA"
"40709019";"Cintilografia para detecção de aspiração pulmonar";"1";"208070028";"CINTILOGRAFIA DE PULMAO P/ PESQUISA DE ASPIRACAO"
"40709027";"Cintilografia pulmonar (inalação)";"2";"208070036";"CINTILOGRAFIA DE PULMAO POR INALACAO (MINIMO 2 PROJECOES)"
"40709035";"Cintilografia pulmonar (perfusão)";"1";"208070044";"CINTILOGRAFIA DE PULMAO POR PERFUSAO (MINIMO 4 PROJECOES)"
"40710050";"Tratamento de hipertireoidismo-bócio nodular tóxico (Graves)";"2";"303120070";"TRATAMENTO DE HIPERTIREOIDISMO GRAVES"
"40710068";"Tratamento de hipertireoidismo-bócio nodular tóxico (Plummer)";"2";"303120061";"TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)"
"40711013";"Dacriocintilografia";"2";"208090029";"CINTILOGRAFIA DE GLANDULA LACRIMAL (DACRIOCINTILOGRAFIA)"
"40801012";"RX - Crânio - 2 incidências";"2";"204010080";"RADIOGRAFIA DE CRANIO (PA + LATERAL)"
"40801039";"RX - Crânio - 4 incidências";"2";"204010071";"RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIGUA / BRETTON + HIRTZ)"
"40801047";"RX - Orelha, mastóides ou rochedos - bilateral";"2";"204010101";"RADIOGRAFIA DE MASTOIDE / ROCHEDOS (BILATERAL)"
"40801055";"RX - Órbitas - bilateral";"1";"204010039";"RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ)"
"40801063";"RX - Seios da face";"2";"204010144";"RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)"
"40801071";"RX - Sela túrcica";"2";"204010152";"RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON)"
"40801080";"RX - Maxilar inferior";"2";"204010110";"RADIOGRAFIA DE MAXILAR (PA + OBLIQUA)"
"40801098";"RX - Ossos da face";"2";"204010128";"RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ)"
"40801101";"RX - Arcos zigomáticos ou malar ou apófises estilóides";"2";"204010047";"RADIOGRAFIA DE ARCADA ZIGOMATICO-MALAR (AP+ OBLIQUAS)"
"40801110";"RX - Articulação temporomandibular - bilateral";"1";"204010055";"RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL"
"40801128";"RX - Adenóides ou cavum";"2";"204010063";"RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ)"
"40801136";"RX - Panorâmica de mandíbula (ortopantomografia)";"2";"204010179";"RADIOGRAFIA PANORAMICA "
"40801179";"RX - Radiografia peri-apical";"2";"204010187";"RADIOGRAFIA PERI-APICAL INTERPROXIMAL (BITE-WING)"
"40801187";"RX - Radiografia oclusal";"1";"204010160";"RADIOGRAFIA OCLUSAL"
"40802019";"RX - Coluna cervical - 3 incidências";"2";"204020042";"RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO)"
"40802027";"RX - Coluna cervical - 5 incidências";"2";"204020034";"RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS)"
"40802051";"RX - Coluna lombo-sacra - 3 incidências";"2";"204020069";"RADIOGRAFIA DE COLUNA LOMBO-SACRA"
"40802060";"RX - Coluna lombo-sacra - 5 incidências";"2";"204020077";"RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS)"
"40802094";"RX - Coluna total para escoliose (telespondilografia)";"2";"204020131";"RADIOGRAFIA PANORAMICA DE COLUNA TOTAL- TELESPONDILOGRAFIA ( P/ ESCOLIOSE)"
"40802108";"RX - Planigrafia de coluna vertebral (dois planos)";"2";"204020026";"PLANIGRAFIA DE COLUNA VERTEBRAL"
"40803015";"RX - Esterno";"1";"204030099";"RADIOGRAFIA DE ESTERNO"
"40803023";"RX - Articulação esternoclavicular";"1";"204040043";"RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR"
"40803031";"RX - Costelas - por hemitórax";"1";"204030072";"RADIOGRAFIA DE COSTELAS (POR HEMITORAX)"
"40803040";"RX - Clavícula";"1";"204040060";"RADIOGRAFIA DE CLAVICULA"
"40803058";"RX - Omoplata ou escápula";"2";"204040116";"RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES)"
"40803066";"RX - Articulação acromioclavicular";"2";"204040027";"RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR"
"40803074";"RX - Articulação escapuloumeral (ombro)";"2";"204040035";"RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL"
"40803082";"RX - Braço";"1";"204040051";"RADIOGRAFIA DE BRACO"
"40803090";"RX - Cotovelo";"1";"204040078";"RADIOGRAFIA DE COTOVELO"
"40803104";"RX - Antebraço";"1";"204040019";"RADIOGRAFIA DE ANTEBRACO"
"40803112";"RX - Punho";"2";"204040124";"RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA)"
"40803139";"RX - Mãos e punhos para idade óssea";"2";"204040108";"RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA)"
"40804011";"RX - Bacia";"1";"204060095";"RADIOGRAFIA DE BACIA"
"40804020";"RX - Articulações sacroilíacas";"1";"204060079";"RADIOGRAFIA DE ARTICULACAO SACRO-ILIACA"
"40804038";"RX - Articulação coxofemoral (quadril)";"1";"204060060";"RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL"
"40804046";"RX - Coxa";"1";"204060117";"RADIOGRAFIA DE COXA"
"40804054";"RX - Joelho";"2";"204060125";"RADIOGRAFIA DE JOELHO (AP + LATERAL)"
"40804070";"RX - Perna";"1";"204060168";"RADIOGRAFIA DE PERNA"
"40804089";"RX - Articulação tibiotársica (tornozelo)";"1";"204060087";"RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA"
"40804097";"RX - Pé ou pododáctilo";"2";"204060150";"RADIOGRAFIA DE PE / DEDOS DO PE"
"40804100";"RX - Calcâneo";"1";"204060109";"RADIOGRAFIA DE CALCANEO"
"40804119";"RX - Escanometria";"1";"204060036";"ESCANOMETRIA"
"40804127";"RX - Panorâmica dos membros inferiores";"1";"204060176";"RADIOGRAFIA PANORAMICA DE MEMBROS INFERIORES"
"40805018";"RX - Tórax - 1 incidência";"2";"204030170";"RADIOGRAFIA DE TORAX (PA)"
"40805026";"RX - Tórax - 2 incidências";"2";"204030153";"RADIOGRAFIA DE TORAX (PA E PERFIL)"
"40805034";"RX - Tórax - 3 incidências";"2";"204030145";"RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA)"
"40805042";"RX - Tórax - 4 incidências";"2";"204030137";"RADIOGRAFIA DE TORAX (PA + INSPIRACAO + EXPIRACAO + LATERAL)"
"40805050";"RX - Coração e vasos da base";"1";"204030064";"RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL)"
"40806030";"RX - Esôfago";"1";"204030080";"RADIOGRAFIA DE ESOFAGO"
"40806049";"RX - Estômago e duodeno";"1";"204050146";"RADIOGRAFIA DE ESTOMAGO E DUODENO"
"40806073";"RX - Estudo do delgado com duplo contraste";"2";"204050162";"RADIOGRAFIA P/ ESTUDO DO DELGADO C/ DUPLO CONTRASTE (ENTEROCLISE)"
"40806081";"RX - Clister ou enema opaco (duplo contraste)";"1";"204050014";"CLISTER OPACO C/ DUPLO CONTRASTE"
"40806111";"RX - Colangiografia pós-operatória (pelo dreno)";"2";"204050030";"COLANGIOGRAFIA POS-OPERATORIA"
"40806170";"RX - Duodenografia hipotônica";"1";"204050049";"DUODENOGRAFIA HIPOTONICA"
"40807029";"RX - Pielografia ascendente";"1";"204050081";"PIELOGRAFIA ASCENDENTE"
"40808017";"RX - Abdome simples";"2";"204050138";"RADIOGRAFIA DE ABDOMEN SIMPLES (AP)"
"40808165";"Planigrafia de osso";"1";"204060052";"PLANIGRAFIA DE OSSO EM 2 PLANOS"
"40809013";"Ductografia (por mama)";"1";"204030021";"DUCTOGRAFIA (POR MAMA)"
"40809021";"Sialografia (por glândula)";"1";"204010195";"SIALOGRAFIA (POR GLANDULA)"
"40809030";"Histerossalpingografia";"1";"204050065";"HISTEROSSALPINGOGRAFIA"
"40809056";"Fistulografia";"1";"204050057";"FISTULOGRAFIA"
"40809064";"Colangiografia transcutânea";"1";"210020016";"COLANGIOGRAFIA TRANSCUTANEA"
"40809072";"Colangiopancreatografia retrógrada";"1";"209010010";"COLANGIOPANCREATOGRAFIA RETROGRADA (VIA ENDOSCOPICA)"
"40809080";"Dacriocistografia";"1";"204010012";"DACRIOCISTOGRAFIA"
"40809110";"Broncografia (por punção ou entubação traqueal)";"2";"204030013";"BRONCOGRAFIA UNILATERAL"
"40809129";"Broncografia unilateral";"1";"204030013";"BRONCOGRAFIA UNILATERAL"
"40810011";"Mielografia segmentar (por segmento)";"1";"204020018";"MIELOGRAFIA"
"40812014";"Aortografia abdominal por punção translombar";"2";"210010045";"AORTOGRAFIA ABDOMINAL"
"40812103";"Portografia trans-hepática";"1";"210010207";"PORTOGRAFIA TRANS-HEPATICA"
