proc_rea,NOME_PROC,CO_FINANCIAMENTO,FONTE,VALIDO,VALOR_2020,VALOR_2021,VALOR_2022
0501080015,BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO,04,SIA,ATUA,35,35,35
0501080023,CONTAGEM DE CD4/CD3 EM PACIENTE TRANSPLANTADO,04,SIA,ATUA,75,75,75
0501080031,DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO),04,SIA,ATUA,52.33,52.33,52.33
0501080040,DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO),04,SIA,ATUA,52.33,52.33,52.33
0501080058,DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO),04,SIA,ATUA,52.33,52.33,52.33
0501080066,EXAMES DE RADIOLOGIA EM PACIENTE TRANSPLANTADO,04,SIA,ATUA,25,25,25
0501080074,EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO,04,SIA,ATUA,15,15,15
0501080082,SOROLOGIA EM PACIENTE TRANSPLANTADO,04,SIH,ATUA,20,20,20
0501080090,ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO,04,SIA,ATUA,12,12,12
0501080104,DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO),04,SIA,ATUA,52.33,52.33,52.33
0502010010,AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS,04,SIH,ATUA,215,215,215
0502010029,AVALIAÇÃO CLINICA DE MORTE ENCEFÁLICA EM MENOR DE 2 ANOS,04,SIH,ATUA,275,275,275
0503010014,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS PARA TRANSPLANTE,04,NÃO,ATUA,0,0,0
0503010022,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE,04,NÃO,ATUA,0,0,0
0503010030,CAPTACÃO DE ORGAO EFETIVAMENTE TRANSPLANTADO,04,SIH,2010,260,260,260
0503020010,HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO),04,SIH,ATUA,7384,7384,7384
0503020028,NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE,04,SIH,ATUA,2123.6,2123.6,2123.6
0503030015,MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS,04,SIH,ATUA,900,900,900
0503030023,RETIRADA DE CORAÇÃO (PARA TRANSPLANTE),04,SP,ATUA,1170,1170,1170
0503030031,RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE,04,SP,ATUA,260,260,260
0503030040,RETIRADA DE FÍGADO (PARA TRANSPLANTE),04,SP,ATUA,2340,2340,2340
0503030058,RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE),04,SIA,ATUA,322.38,322.38,322.38
0503030066,RETIRADA DE PÂNCREAS (PARA TRANSPLANTE),04,SP,ATUA,2340,2340,2340
0503030074,RETIRADA DE PULMÕES (PARA TRANSPLANTE),04,SP,ATUA,2340,2340,2340
0503030082,RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE) - DOADOR FALECIDO,04,SP,ATUA,1170,1170,1170
0503030090,RETIRADA DE TECIDO ÓSTEO -FASCIO-CONDRO- LIGAMENTOSO,04,SIH,ATUA,1170,1170,1170
0503030104,RETIRADA DE PELE PARA TRANSPLANTE,04,SIH,ATUA,1170,1170,1170
0503040010,COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE,04,SIH,ATUA,400,400,400
0503040029,DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS,04,SP,ATUA,900,900,900
0503040037,DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL,04,SP,ATUA,450,450,450
0503040045,DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVÁVEL DOADOR DE ÓRGÃOS,04,SIH,ATUA,508.63,508.63,508.63
0503040053,ENTREVISTA FAMILIAR P/ DOAÇÃO DE ORGAOS DE DOADORES EM MORTE ENCEFÁLICA,04,SIH,ATUA,420,420,420
0503040061,ENTREVISTA FAMILIAR PARA DOAÇÃO DE TECIDOS DE DOADORES COM CORAÇÃO PARADO,04,SIA,ATUA,420,420,420
0503040088,CAPTAÇÃO DE ÓRGÃO EFETIVAMENTE TRANSPLANTADO,04,SIH,ATUA,260,260,260
0504010018,CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA,04,SIA,ATUA,64.8,64.8,64.8
0504010026,PROCESSAMENTO DE CORNEA / ESCLERA,04,NÃO,ATUA,0,0,0
0504010034,SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA,04,SIA,ATUA,367.2,367.2,367.2
0504020013,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR),04,SIH,ATUA,290,290,290
0504020021,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR),04,SIH,ATUA,1550,1550,1550
0504020030,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR),04,SIH,ATUA,2210,2210,2210
0504020048,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR),04,SIH,ATUA,590,590,590
0504020056,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR),04,SIH,ATUA,1140,1140,1140
0504030019,PROCESSAMENTO DE TUBO VALVADO CARDIACO HUMANO,04,SIH,2018,3626.5,3626.5,3626.5
0504030027,PROCESSAMENTO DE VALVULA CARDIACA HUMANA,04,SIH,ATUA,3691.5,3691.5,3691.5
0504040014,PROCESSAMENTO DE PELE EM GLICEROL (ATÉ 1000 CM²) PARA ADULTO,04,SIA,ATUA,259.13,259.13,259.13
0504040022,PROCESSAMENTO DE PELE EM GLICEROL ( ATÉ 500 CM²) INFANTIL,04,SIA,ATUA,259.13,259.13,259.13
0505010011,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE MEDULA ÓSSEA - APARENTADO,04,SIH,ATUA,54939.27,54939.27,54939.27
0505010020,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE MEDULA ÓSSEA - NÃO APARENTADO,04,SIH,ATUA,71602.25,71602.25,71602.25
0505010038,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE DE CORDÃO UMBILICAL DE APARENTADO,04,SIH,ATUA,58372.97,58372.97,58372.97
0505010046,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE DE CORDÃO UMBILICAL DE NÃO APARENTADO,04,SIH,ATUA,71602.25,71602.25,71602.25
0505010054,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE PERIFÉRICO - APARENTADO,04,SIH,ATUA,54939.27,54939.27,54939.27
0505010062,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE PERIFÉRICO - NÃO APARENTADO,04,SIH,ATUA,71602.25,71602.25,71602.25
0505010070,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -,04,SIH,ATUA,22968.78,22968.78,22968.78
0505010089,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -,04,SIH,ATUA,22968.78,22968.78,22968.78
0505010097,TRANSPLANTE DE CORNEA,04,SIA,ATUA,2070,2070,2070
0505010100,TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS),04,SIA,ATUA,1129.3,1129.3,#NULL!
0505010119,TRANSPLANTE DE CORNEA (EM REOPERACOES),04,SIA,ATUA,1129.3,1129.3,#NULL!
0505010127,TRANSPLANTE DE ESCLERA,04,SIA,ATUA,776.8,776.8,776.8
0505010135,TRANSPLANTE DE CÓRNEA (EM CIRURGIAS COMBINADAS OU EM REOPERAÇÕES),04,SIA,ATUA,#NULL!,#NULL!,2070
0505020017,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR FALECIDO,04,NÃO,ATUA,0,0,0
0505020025,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR VIVO,04,NÃO,ATUA,0,0,0
0505020033,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE SIMULTANEO DE PANCREAS E RIM,04,NÃO,ATUA,0,0,0
0505020041,TRANSPLANTE DE CORACAO,04,SIH,ATUA,37052.69,37052.69,37052.69
0505020050,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO),04,SIH,ATUA,68838.89,68838.89,68838.89
0505020068,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO),04,SIH,ATUA,68803.27,68803.27,68803.27
0505020076,TRANSPLANTE DE PANCREAS,04,SIH,ATUA,38093.98,38093.98,38093.98
0505020084,TRANSPLANTE DE PULMAO UNILATERAL,04,SIH,ATUA,44485.1,44485.1,44485.1
0505020092,TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO),04,SIH,ATUA,27622.67,27622.67,27622.67
0505020106,TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO),04,SIH,ATUA,21238.82,21238.82,21238.82
0505020114,TRANSPLANTE SIMULTANEO DE PANCREAS E RIM,04,SIH,ATUA,54986.45,54986.45,54986.45
0505020122,TRANSPLANTE DE PULMÃO BILATERAL,04,SIH,ATUA,64434.67,64434.67,64434.67
0505020130,TRANSPLANTE DE FIGADO EM FEBRE AMARELA,04,SIH,2018,188133.22,188133.22,188133.22
0506010015,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORNEA,04,SIA,ATUA,115,115,115
0506010023,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM FIGADO CORACAO PULMAO CELULAS-TRONCO HEMATOPOETICAS E/OU PANCREAS,04,SIA,ATUA,135,135,135
0506010031,"ACOMPANHAMENTO DE DOADOR VIVO POS-DOAÇAO DE FIGADO, PULMAO OU RIM",04,SIA,ATUA,135,135,135
0506010040,ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE ÓRGÃOS,04,SIA,ATUA,135,135,135
0506010058,AVALIAÇÃO DO POSSÍVEL DOADOR FALECIDO DE ORGÃOS OU TECIDOS PARA TRANSPLANTES,04,SIA,ATUA,215,215,215
0506020010,INTERCORRENCIA POS TRANSPLANTE ALOGÊNICO DE CELULAS-TRONCO HEMATOPOÉTICAS - NAO APARENTADO (HOSPITAL DIA),04,SIH,ATUA,135,135,135
0506020029,INTERCORRENCIA POS-TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS (HOSPITAL DIA),04,SIH,ATUA,135,135,135
0506020037,TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE APARENTADO (HOSPITAL DIA),04,SIH,ATUA,135,135,135
0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS,04,SIH,ATUA,135,135,135
0506020053,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE RIM - PÓS TRANSPLANTE CRÍTICO,04,SIH,ATUA,118.05,118.05,118.05
0506020061,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE CORAÇÃO- PÓS TRANSPLANTE CRÍTICO,04,SIH,ATUA,205.84,205.84,205.84
0506020070,TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÃO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO,04,SIH,ATUA,357.97,357.97,357.97
0506020088,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE SIMULTANEO DE RIM/PÃNCREAS OU PÂNCREAS ISOLADO- PÓS TRANSPLANTE CRÍTICO,04,SIH,ATUA,305.48,305.48,305.48
0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO,04,SIH,ATUA,382.44,382.44,382.44
0506020100,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO,04,SIH,ATUA,397.79,397.79,397.79
0506020118,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE AUTOLÓGO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO,04,SIH,ATUA,127.6,127.6,127.6
0506020126,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE FÍGADO EM FEBRE AMARELA - PÓS -TRANSPLANTE CRÍTICO,04,SIH,2018,382.44,382.44,382.44
0601010019,ADALIMUMABE (A) 40 MG INJETAVEL- SERINGA PREENCHIDA (POR TRATAMENTO MENSAL),02,SIA,2010,2838.83,2838.83,2838.83
0601010027,ETANERCEPTE (A)25 MG INJETAVEL -FRASCO-AMPOLA (POR TRATAMENTO MENSAL),02,SIA,2010,2838.83,2838.83,2838.83
0601010035,INFLIXIMABE (A)10 MG/ML  10 ML INJETAVEL  (FRASCO-AMPOLA- POR TRATAMENTO MENSAL),02,SIA,2010,2838.83,2838.83,2838.83
0601010043,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA 10 ML),02,SIA,2010,1470.56,1470.56,1470.56
0601010051,ETANERCEPTE 50MG INJETAVEL- FRASCO AMPOLA (POR TRATAMENTO MENSAL),02,SIA,2010,2838.83,2838.83,2838.83
0601020014,RILUZOL 50 MG (POR COMPRIMIDO),02,SIA,2010,11.89,11.89,11.89
0601030010,HIDROXIUREIA 500 MG (POR CAPSULA),02,SIA,2010,0.72,0.72,0.72
0601030028,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML),02,SIA,2010,3.72,3.72,3.72
0601040015,ALFAEPOETINA 1.000 UI INJETAVEL (POR FRASCO-AMPOLA),02,SIA,2010,4.17,4.17,4.17
0601040023,ALFAEPOETINA 10.000 UI INJETAVEL (POR FRASCO-AMPOLA),02,SIA,2010,22.54,22.54,22.54
0601040031,ALFAEPOETINA 2.000 UI INJETAVEL (POR FRASCO-AMPOLA),02,NÃO,ATUA,0,0,0
0601040040,ALFAEPOETINA 3.000 UI INJETAVEL (POR FRASCO-AMPOLA),02,SIA,2010,3.85,3.85,3.85
0601040058,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),02,NÃO,ATUA,0,0,0
0601050010,BECLOMETASONA (C) 200 MCG (POR CAPSULA INALANTE),02,SIA,2010,0.12,0.12,0.12
0601050029,BECLOMETASONA (C) 200 MCG PO INALANTE (POR FRASCO  DE 100 DOSES),02,SIA,2010,10.8,10.8,10.8
0601050037,BECLOMETASONA (C) 250 MCG SPRAY (POR FRASCO  DE 200 DOSES),02,SIA,2010,23.35,23.35,23.35
0601050045,BECLOMETASONA (C) 400 MCG  (POR CAPSULA INALANTE),02,SIA,2010,0.14,0.14,0.14
0601050053,BECLOMETASONA (C) 400 MCG PO INALANTE (POR FRASCO DE 100 DOSES),02,SIA,2010,13.95,13.95,13.95
0601050061,BUDESONIDA (C) 200 MCG (POR CAPSULA INALANTE),02,SIA,2010,0.21,0.21,0.21
0601050070,BUDESONIDA (C) 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES),02,SIA,2010,10.93,10.93,10.93
0601050088,FENOTEROL (B) 200 MCG AEROSSOL (POR FRASCO DE 300 DOSES),02,SIA,2010,8.05,8.05,8.05
0601050096,FORMOTEROL (D) 12 MCG (POR CAPSULA INALANTE),02,SIA,2010,0.44,0.44,0.44
0601050100,FORMOTEROL (D) 12 MCG PO INALANTE (POR FRASCO DE 60 DOSES),02,SIA,2010,19.24,19.24,19.24
0601050118,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE),02,SIA,2010,0.55,0.55,0.55
0601050126,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES),02,SIA,2010,32.8,32.8,32.8
0601050134,FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES),02,SIA,2010,31.6,31.6,31.6
0601050142,FORMOTEROL 6MCG + BUDESONIDA 200 MCG (POR CAPSULA INALANTE),02,SIA,2010,0.53,0.53,0.53
0601050150,SALBUTAMOL (B)100 MCG AEROSSOL (POR FRASCO DE 200 DOSES),02,SIA,2010,9.2,9.2,9.2
0601050169,SALMETEROL (D) 50 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO DE 60 DOSES),02,SIA,2010,30.57,30.57,30.57
0601060016,CIPROFLOXACINA 250 MG (POR COMPRIMIDO),02,SIA,2010,0.14,0.14,0.14
0601060024,CIPROFLOXACINA 500 MG (POR COMPRIMIDO),02,SIA,2010,0.13,0.13,0.13
0601070011,GABAPENTINA 300 MG (POR CAPSULA),02,SIA,2010,0.59,0.59,0.59
0601070020,GABAPENTINA 400 MG (POR CAPSULA),02,SIA,2010,0.77,0.77,0.77
0601070038,LAMOTRIGINA 100 MG (POR COMPRIMIDO),02,SIA,2010,0.35,0.35,0.35
0601070046,LAMOTRIGINA 25 MG (POR COMPRIMIDO),02,SIA,2010,0.12,0.12,0.12
0601070054,TOPIRAMATO 100 MG (POR COMPRIMIDO),02,SIA,2010,2.67,2.67,2.67
0601070062,TOPIRAMATO 25 MG (POR COMPRIMIDO),02,SIA,2010,0.7,0.7,0.7
0601070070,TOPIRAMATO 50 MG (POR COMPRIMIDO),02,SIA,2010,1.47,1.47,1.47
0601070089,VIGABATRINA 500 MG (POR COMPRIMIDO),02,SIA,2010,1.18,1.18,1.18
0601080017,CLOROQUINA (E) 150 MG (POR COMPRIMIDO),02,SIA,2010,0.04,0.04,0.04
0601080025,HIDROXICLOROQUINA (E) 400 MG (POR COMPRIMIDO),02,SIA,2010,0.75,0.75,0.75
0601080033,METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA),02,SIA,2010,15.82,15.82,15.82
0601090012,MESALAZINA 1 G + DILUENTE 100 ML (ENEMA) -POR DOSE,02,SIA,2010,4.7,4.7,4.7
0601090020,MESALAZINA 1000 MG (POR SUPOSITORIO),02,SIA,2010,5.22,5.22,5.22
0601090039,MESALAZINA 250 MG (POR SUPOSITORIO),02,SIA,2010,0.86,0.86,0.86
0601090047,MESALAZINA 3 G + DILUENTE 100 ML (ENEMA) - POR DOSE,02,SIA,2010,8.62,8.62,8.62
0601090055,MESALAZINA 400 MG (POR COMPRIMIDO),02,SIA,2010,0.3,0.3,0.3
0601090063,MESALAZINA 500 MG (POR COMPRIMIDO),02,SIA,2010,0.93,0.93,0.93
0601090080,MESALAZINA 800 MG - POR COMPRIMIDO,02,SIA,2010,0.54,0.54,0.54
0601090098,SULFASSALAZINA 500 MG (POR COMPRIMIDO),02,SIA,2010,0.37,0.37,0.37
0601090101,MESALAZINA 500 MG (POR SUPOSITORIO),02,SIA,2010,1.28,1.28,1.28
0601100018,AMANTADINA 100 MG (POR COMPRIMIDO),02,SIA,2010,0.22,0.22,0.22
0601100026,BIPERIDENO 2 MG (POR COMPRIMIDO),02,SIA,2010,0.06,0.06,0.06
0601100034,BIPERIDENO 4 MG (POR COMPRIMIDO),02,SIA,2010,0.27,0.27,0.27
0601100042,ENTACAPONA (F) 200 MG (POR COMPRIMIDO),02,SIA,2010,1.98,1.98,1.98
0601100050,LEVODOPA 100 MG + BENSERAZIDA 25 MG (POR CAPSULA OU COMPRIMIDO),02,SIA,2010,0.43,0.43,0.43
0601100069,LEVODOPA 200 MG + BENSERAZIDA 50 MG (POR COMPRIMIDO),02,SIA,2010,0.8,0.8,0.8
0601100077,LEVODOPA 200 MG + CARBIDOPA 50 MG (POR CAPSULA OU COMPRIMIDO),02,SIA,2010,0.18,0.18,0.18
0601100085,LEVODOPA 250MG + CARBIDOPA 25 MG (POR COMPRIMIDO),02,SIA,2010,0.18,0.18,0.18
0601100093,"PRAMIPEXOL 0,125 MG (POR COMPRIMIDO)",02,SIA,2010,0.44,0.44,0.44
0601100107,"PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)",02,SIA,2010,0.96,0.96,0.96
0601100115,PRAMIPEXOL 1 MG (POR COMPRIMIDO),02,SIA,2010,2.85,2.85,2.85
0601100123,SELEGILINA 10 MG (POR COMPRIMIDO),02,SIA,2010,0.84,0.84,0.84
0601100131,SELEGILINA 5 MG (POR COMPRIMIDO),02,SIA,2010,0.28,0.28,0.28
0601100140,TOLCAPONA (F) 100 MG (POR COMPRIMIDO),02,SIA,2010,2.04,2.04,2.04
0601100158,TOLCAPONA (F) 200 MG (POR COMPRIMIDO),02,SIA,2010,3.36,3.36,3.36
0601100166,TRIEXIFENIDILA 5 MG (POR COMPRIMIDO),02,SIA,2010,0.1,0.1,0.1
0601110013,CLOZAPINA 100 MG (POR COMPRIMIDO),02,SIA,2010,1.55,1.55,1.55
0601110021,CLOZAPINA 25 MG (POR COMPRIMIDO),02,SIA,2010,0.37,0.37,0.37
0601110030,OLANZAPINA (G) 10 MG (POR COMPRIMIDO),02,SIA,2010,9.07,9.07,9.07
0601110048,OLANZAPINA (G) 5 MG (POR COMPRIMIDO),02,SIA,2010,4.54,4.54,4.54
0601110056,QUETIAPINA  (G) 100 MG (POR COMPRIMIDO),02,SIA,2010,3.5,3.5,3.5
0601110064,QUETIAPINA  (G) 25 MG (POR COMPRIMIDO),02,SIA,2010,1.05,1.05,1.05
0601110072,QUETIAPINA (G) 200 MG (POR COMPRIMIDO),02,SIA,2010,6.3,6.3,6.3
0601110080,RISPERIDONA 1 MG (POR COMPRIMIDO),02,SIA,2010,0.08,0.08,0.08
0601110099,RISPERIDONA 2 MG (POR COMPRIMIDO),02,SIA,2010,0.09,0.09,0.09
0601110102,ZIPRASIDONA (G)  80 MG (POR CAPSULA),02,SIA,2010,5.08,5.08,5.08
0601110110,ZIPRASIDONA (G) 40 MG (POR CAPSULA),02,SIA,2010,3.43,3.43,3.43
0601120019,LAMIVUDINA 10 MG/ML SOLUCAO ORAL (FRASCO DE 240 ML),02,SIA,2010,24.38,24.38,24.38
0601120027,LAMIVUDINA 150 MG (POR COMPRIMIDO),02,SIA,2010,0.69,0.69,0.69
0601120035,RIBAVIRINA 250 MG (POR CAPSULA),02,NÃO,ATUA,0,0,0
0601120051,ADEFOVIR 10MG (POR COMPRIMIDO),02,NÃO,ATUA,0,0,0
0601120060,"ENTECAVIR 0,5 MG (POR COMPRIMIDO)",02,NÃO,ATUA,0,0,0
0601120078,TENOFOVIR 300 MG (1000MG),02,NÃO,ATUA,0,0,0
0601130014,TOXINA BOTULINICA TIPO A (H) 100 UI INJETAVEL (POR FRASCO-AMPOLA),02,SIA,2010,421,421,421
0601130022,TOXINA BOTULINICA TIPO A (H) 500 UI INJETAVEL (POR FRASCO-AMPOLA),02,SIA,2010,705.5,705.5,705.5
0601140010,ACITRETINA 10 MG (POR CAPSULA),02,SIA,2010,1.72,1.72,1.72
0601140028,ACITRETINA 25 MG (POR CAPSULA),02,SIA,2010,2.37,2.37,2.37
0601140036,ISOTRETINOINA 10 MG (POR CAPSULA),02,SIA,2010,0.34,0.34,0.34
0601140044,ISOTRETINOINA 20 MG (POR CAPSULA),02,SIA,2010,0.5,0.5,0.5
0601150015,COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINO-ACIDOS ISENTA DE FENILALANINA  (LATA - POR GRAMA),02,SIA,2010,0.4,0.4,0.4
0601150023,COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINO-ACIDOS ISENTA DE FENILALANINA (LATA - POR GRAMA),02,SIA,2010,0.24,0.24,0.24
0601160010,FILGRASTIM  (I) 300 MCG INJETAVEL (POR FRASCO),02,SIA,2010,31,31,31
0601160029,"LENOGRASTIM (I) 33,6 MUI INJETAVEL (POR FRASCO)",02,SIA,2010,31,31,31
0601160037,MOLGRAMOSTIM (I) 300 MCG INJETAVEL (POR FRASCO),02,SIA,2010,31,31,31
0601170016,CODEINA 3 MG/ML SOLUCAO ORAL (POR FRASCO DE 120 ML),02,SIA,2010,13.92,13.92,13.92
0601170024,CODEINA 30 MG (POR COMPRIMIDO),02,SIA,2010,0.41,0.41,0.41
0601170032,CODEINA 30 MG/ML (POR AMPOLA DE 2 ML),02,SIA,2010,2.66,2.66,2.66
0601170040,CODEINA 60 MG (POR COMPRIMIDO),02,SIA,2010,0.68,0.68,0.68
0601170059,METADONA 10 MG (POR COMPRIMIDO),02,SIA,2010,0.44,0.44,0.44
0601170067,METADONA 10 MG/ML INJETAVEL (POR AMPOLA DE 1 ML),02,SIA,2010,1.56,1.56,1.56
0601170075,METADONA 5 MG (POR COMPRIMIDO),02,SIA,2010,0.23,0.23,0.23
0601170083,MORFINA  DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA),02,SIA,2010,1.63,1.63,1.63
0601170091,MORFINA  DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA),02,SIA,2010,1.31,1.31,1.31
0601170105,MORFINA 10 MG (POR COMPRIMIDO),02,SIA,2010,0.11,0.11,0.11
0601170113,MORFINA 10 MG/ML (POR AMPOLA DE 1 ML),02,SIA,2010,0.32,0.32,0.32
0601170121,MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML),02,SIA,2010,12.14,12.14,12.14
0601170130,MORFINA 30 MG (POR COMPRIMIDO),02,SIA,2010,0.2,0.2,0.2
0601170148,MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA),02,SIA,2010,0.63,0.63,0.63
0601180011,ATORVASTATINA (J) 10 MG (POR COMPRIMIDO),02,SIA,2010,1.5,1.5,1.5
0601180020,ATORVASTATINA (J) 20 MG (POR COMPRIMIDO),02,SIA,2010,2.64,2.64,2.64
0601180038,BEZAFIBRATO (K) 200 MG (POR DRAGEA),02,SIA,2010,0.25,0.25,0.25
0601180046,BEZAFIBRATO (K) 400 MG (POR DRAGEA),02,SIA,2010,1.22,1.22,1.22
0601180054,CIPROFIBRATO (K) 100 MG (POR COMPRIMIDO),02,SIA,2010,0.84,0.84,0.84
0601180062,ETOFIBRATO (K) 500 MG (POR CAPSULA),02,SIA,2010,1.63,1.63,1.63
0601180070,FENOFIBRATO (K) 200 MG (POR CAPSULA),02,SIA,2010,0.94,0.94,0.94
0601180089,FENOFIBRATO (K) 250 MG LIBERACAO RETARDADA (POR CAPSULA),02,SIA,2010,1.06,1.06,1.06
0601180097,FLUVASTATINA (J) 20 MG (POR CAPSULA),02,SIA,2010,1.12,1.12,1.12
0601180100,FLUVASTATINA (J) 40 MG  (POR CAPSULA),02,SIA,2010,1.37,1.37,1.37
0601180119,GENFIBROZILA (K) 600 MG (POR CAPSULA OU COMPRIMIDO),02,SIA,2010,0.8,0.8,0.8
0601180127,GENFIBROZILA (K) 900 MG (POR COMPRIMIDO),02,SIA,2010,0.87,0.87,0.87
0601180135,LOVASTATINA (J) 10 MG (POR COMPRIMIDO),02,SIA,2010,0.16,0.16,0.16
0601180143,LOVASTATINA (J) 20 MG (POR COMPRIMIDO),02,SIA,2010,0.11,0.11,0.11
