codigo_procedimento_sigtap;codigo_sha;ds_sha_pt
603030025;HC.5.1 ;Medicamentoscomponente especilizado
603030033;HC.5.1 ;Medicamentoscomponente especilizado
603030041;HC.5.1 ;Medicamentoscomponente especilizado
603040012;HC.5.1 ;Medicamentoscomponente especilizado
603050018;HC.5.1 ;Medicamentoscomponente especilizado
603050026;HC.5.1 ;Medicamentoscomponente especilizado
603050034;HC.5.1 ;Medicamentoscomponente especilizado
603050042;HC.5.1 ;Medicamentoscomponente especilizado
603050050;HC.5.1 ;Medicamentoscomponente especilizado
603050069;HC.5.1 ;Medicamentoscomponente especilizado
603050077;HC.5.1 ;Medicamentoscomponente especilizado
603050085;HC.5.1 ;Medicamentoscomponente especilizado
603050093;HC.5.1 ;Medicamentoscomponente especilizado
603050107;HC.5.1 ;Medicamentoscomponente especilizado
603050115;HC.5.1 ;Medicamentoscomponente especilizado
603050123;HC.5.1 ;Medicamentoscomponente especilizado
603060013;HC.5.1 ;Medicamentoscomponente especilizado
603070019;HC.5.1 ;Medicamentoscomponente especilizado
603070027;HC.5.1 ;Medicamentoscomponente especilizado
603070035;HC.5.1 ;Medicamentoscomponente especilizado
603070043;HC.5.1 ;Medicamentoscomponente especilizado
603070051;HC.5.1 ;Medicamentoscomponente especilizado
603080014;HC.5.1 ;Medicamentoscomponente especilizado
603080022;HC.5.1 ;Medicamentoscomponente especilizado
603080030;HC.5.1 ;Medicamentoscomponente especilizado
603080049;HC.5.1 ;Medicamentoscomponente especilizado
603080057;HC.5.1 ;Medicamentoscomponente especilizado
603080065;HC.5.1 ;Medicamentoscomponente especilizado
603080073;HC.5.1 ;Medicamentoscomponente especilizado
603080081;HC.5.1 ;Medicamentoscomponente especilizado
603080090;HC.5.1 ;Medicamentoscomponente especilizado
603080103;HC.5.1 ;Medicamentoscomponente especilizado
603080111;HC.5.1 ;Medicamentoscomponente especilizado
603080120;HC.5.1 ;Medicamentoscomponente especilizado
603080138;HC.5.1 ;Medicamentoscomponente especilizado
603080146;HC.5.1 ;Medicamentoscomponente especilizado
603080154;HC.5.1 ;Medicamentoscomponente especilizado
603080162;HC.5.1 ;Medicamentoscomponente especilizado
603080170;HC.5.1 ;Medicamentoscomponente especilizado
603080189;HC.5.1 ;Medicamentoscomponente especilizado
603080197;HC.5.1 ;Medicamentoscomponente especilizado
603080200;HC.5.1 ;Medicamentoscomponente especilizado
603080219;HC.5.1 ;Medicamentoscomponente especilizado
603080227;HC.5.1 ;Medicamentoscomponente especilizado
603080235;HC.5.1 ;Medicamentoscomponente especilizado
603080243;HC.5.1 ;Medicamentoscomponente especilizado
603080251;HC.5.1 ;Medicamentoscomponente especilizado
603080260;HC.5.1 ;Medicamentoscomponente especilizado
603080278;HC.5.1 ;Medicamentoscomponente especilizado
603080286;HC.5.1 ;Medicamentoscomponente especilizado
603080294;HC.5.1 ;Medicamentoscomponente especilizado
604010010;HC.5.1 ;Medicamentoscomponente especilizado
604010028;HC.5.1 ;Medicamentoscomponente especilizado
604010036;HC.5.1 ;Medicamentoscomponente especilizado
604010044;HC.5.1 ;Medicamentoscomponente especilizado
604010052;HC.5.1 ;Medicamentoscomponente especilizado
604010060;HC.5.1 ;Medicamentoscomponente especilizado
604010079;HC.5.1 ;Medicamentoscomponente especilizado
604010087;HC.5.1 ;Medicamentoscomponente especilizado
604010095;HC.5.1 ;Medicamentoscomponente especilizado
604020015;HC.5.1 ;Medicamentoscomponente especilizado
604020023;HC.5.1 ;Medicamentoscomponente especilizado
604020031;HC.5.1 ;Medicamentoscomponente especilizado
604020040;HC.5.1 ;Medicamentoscomponente especilizado
604020058;HC.5.1 ;Medicamentoscomponente especilizado
604030010;HC.5.1 ;Medicamentoscomponente especilizado
604030029;HC.5.1 ;Medicamentoscomponente especilizado
604030037;HC.5.1 ;Medicamentoscomponente especilizado
604030045;HC.5.1 ;Medicamentoscomponente especilizado
604030053;HC.5.1 ;Medicamentoscomponente especilizado
604030061;HC.5.1 ;Medicamentoscomponente especilizado
604040016;HC.5.1 ;Medicamentoscomponente especilizado
604040024;HC.5.1 ;Medicamentoscomponente especilizado
604040032;HC.5.1 ;Medicamentoscomponente especilizado
604040040;HC.5.1 ;Medicamentoscomponente especilizado
604040059;HC.5.1 ;Medicamentoscomponente especilizado
604040067;HC.5.1 ;Medicamentoscomponente especilizado
604040075;HC.5.1 ;Medicamentoscomponente especilizado
604040083;HC.5.1 ;Medicamentoscomponente especilizado
604040091;HC.5.1 ;Medicamentoscomponente especilizado
604050011;HC.5.1 ;Medicamentoscomponente especilizado
604050020;HC.5.1 ;Medicamentoscomponente especilizado
604050038;HC.5.1 ;Medicamentoscomponente especilizado
604050046;HC.5.1 ;Medicamentoscomponente especilizado
604050054;HC.5.1 ;Medicamentoscomponente especilizado
604050062;HC.5.1 ;Medicamentoscomponente especilizado
604050070;HC.5.1 ;Medicamentoscomponente especilizado
604050089;HC.5.1 ;Medicamentoscomponente especilizado
604050097;HC.5.1 ;Medicamentoscomponente especilizado
604050100;HC.5.1 ;Medicamentoscomponente especilizado
604050119;HC.5.1 ;Medicamentoscomponente especilizado
604060017;HC.5.1 ;Medicamentoscomponente especilizado
604060025;HC.5.1 ;Medicamentoscomponente especilizado
604070012;HC.5.1 ;Medicamentoscomponente especilizado
604080018;HC.5.1 ;Medicamentoscomponente especilizado
604080026;HC.5.1 ;Medicamentoscomponente especilizado
604090013;HC.5.1 ;Medicamentoscomponente especilizado
604100019;HC.5.1 ;Medicamentoscomponente especilizado
604110014;HC.5.1 ;Medicamentoscomponente especilizado
604110022;HC.5.1 ;Medicamentoscomponente especilizado
604110030;HC.5.1 ;Medicamentoscomponente especilizado
604110049;HC.5.1 ;Medicamentoscomponente especilizado
604110057;HC.5.1 ;Medicamentoscomponente especilizado
604110065;HC.5.1 ;Medicamentoscomponente especilizado
604120010;HC.5.1 ;Medicamentoscomponente especilizado
604130015;HC.5.1 ;Medicamentoscomponente especilizado
604130023;HC.5.1 ;Medicamentoscomponente especilizado
604130031;HC.5.1 ;Medicamentoscomponente especilizado
604130040;HC.5.1 ;Medicamentoscomponente especilizado
604130058;HC.5.1 ;Medicamentoscomponente especilizado
604130066;HC.5.1 ;Medicamentoscomponente especilizado
604130074;HC.5.1 ;Medicamentoscomponente especilizado
604130082;HC.5.1 ;Medicamentoscomponente especilizado
604130090;HC.5.1 ;Medicamentoscomponente especilizado
604130104;HC.5.1 ;Medicamentoscomponente especilizado
604130112;HC.5.1 ;Medicamentoscomponente especilizado
604130120;HC.5.1 ;Medicamentoscomponente especilizado
604130139;HC.5.1 ;Medicamentoscomponente especilizado
604140010;HC.5.1 ;Medicamentoscomponente especilizado
604140029;HC.5.1 ;Medicamentoscomponente especilizado
604140037;HC.5.1 ;Medicamentoscomponente especilizado
604150016;HC.5.1 ;Medicamentoscomponente especilizado
604150024;HC.5.1 ;Medicamentoscomponente especilizado
604160011;HC.5.1 ;Medicamentoscomponente especilizado
604160020;HC.5.1 ;Medicamentoscomponente especilizado
604160038;HC.5.1 ;Medicamentoscomponente especilizado
604160046;HC.5.1 ;Medicamentoscomponente especilizado
604160054;HC.5.1 ;Medicamentoscomponente especilizado
604170017;HC.5.1 ;Medicamentoscomponente especilizado
604170025;HC.5.1 ;Medicamentoscomponente especilizado
604170033;HC.5.1 ;Medicamentoscomponente especilizado
604170041;HC.5.1 ;Medicamentoscomponente especilizado
604170050;HC.5.1 ;Medicamentoscomponente especilizado
604180012;HC.5.1 ;Medicamentoscomponente especilizado
604180020;HC.5.1 ;Medicamentoscomponente especilizado
604180039;HC.5.1 ;Medicamentoscomponente especilizado
604190018;HC.5.1 ;Medicamentoscomponente especilizado
604200013;HC.5.1 ;Medicamentoscomponente especilizado
604210019;HC.5.1 ;Medicamentoscomponente especilizado
604210027;HC.5.1 ;Medicamentoscomponente especilizado
604220014;HC.5.1 ;Medicamentoscomponente especilizado
604230010;HC.5.1 ;Medicamentoscomponente especilizado
604230028;HC.5.1 ;Medicamentoscomponente especilizado
604230036;HC.5.1 ;Medicamentoscomponente especilizado
604230044;HC.5.1 ;Medicamentoscomponente especilizado
604230052;HC.5.1 ;Medicamentoscomponente especilizado
604230060;HC.5.1 ;Medicamentoscomponente especilizado
604230079;HC.5.1 ;Medicamentoscomponente especilizado
604230087;HC.5.1 ;Medicamentoscomponente especilizado
604240015;HC.5.1 ;Medicamentoscomponente especilizado
604240023;HC.5.1 ;Medicamentoscomponente especilizado
604240031;HC.5.1 ;Medicamentoscomponente especilizado
604240040;HC.5.1 ;Medicamentoscomponente especilizado
604240058;HC.5.1 ;Medicamentoscomponente especilizado
604240066;HC.5.1 ;Medicamentoscomponente especilizado
604240074;HC.5.1 ;Medicamentoscomponente especilizado
604250010;HC.5.1 ;Medicamentoscomponente especilizado
604250029;HC.5.1 ;Medicamentoscomponente especilizado
604250037;HC.5.1 ;Medicamentoscomponente especilizado
604250045;HC.5.1 ;Medicamentoscomponente especilizado
604260016;HC.5.1 ;Medicamentoscomponente especilizado
604270011;HC.5.1 ;Medicamentoscomponente especilizado
604270020;HC.5.1 ;Medicamentoscomponente especilizado
604270038;HC.5.1 ;Medicamentoscomponente especilizado
604270046;HC.5.1 ;Medicamentoscomponente especilizado
604270054;HC.5.1 ;Medicamentoscomponente especilizado
604270062;HC.5.1 ;Medicamentoscomponente especilizado
604270070;HC.5.1 ;Medicamentoscomponente especilizado
604270089;HC.5.1 ;Medicamentoscomponente especilizado
604270097;HC.5.1 ;Medicamentoscomponente especilizado
604270100;HC.5.1 ;Medicamentoscomponente especilizado
604270119;HC.5.1 ;Medicamentoscomponente especilizado
604280017;HC.5.1 ;Medicamentoscomponente especilizado
604280025;HC.5.1 ;Medicamentoscomponente especilizado
604280033;HC.5.1 ;Medicamentoscomponente especilizado
604280041;HC.5.1 ;Medicamentoscomponente especilizado
604280050;HC.5.1 ;Medicamentoscomponente especilizado
604280068;HC.5.1 ;Medicamentoscomponente especilizado
604280076;HC.5.1 ;Medicamentoscomponente especilizado
604280084;HC.5.1 ;Medicamentoscomponente especilizado
604280092;HC.5.1 ;Medicamentoscomponente especilizado
604280106;HC.5.1 ;Medicamentoscomponente especilizado
604290012;HC.5.1 ;Medicamentoscomponente especilizado
604290020;HC.5.1 ;Medicamentoscomponente especilizado
604290039;HC.5.1 ;Medicamentoscomponente especilizado
604290047;HC.5.1 ;Medicamentoscomponente especilizado
604290055;HC.5.1 ;Medicamentoscomponente especilizado
604290063;HC.5.1 ;Medicamentoscomponente especilizado
604290071;HC.5.1 ;Medicamentoscomponente especilizado
604290080;HC.5.1 ;Medicamentoscomponente especilizado
604300018;HC.5.1 ;Medicamentoscomponente especilizado
604300026;HC.5.1 ;Medicamentoscomponente especilizado
604300034;HC.5.1 ;Medicamentoscomponente especilizado
604310013;HC.5.1 ;Medicamentoscomponente especilizado
604310021;HC.5.1 ;Medicamentoscomponente especilizado
604310030;HC.5.1 ;Medicamentoscomponente especilizado
604310048;HC.5.1 ;Medicamentoscomponente especilizado
604310056;HC.5.1 ;Medicamentoscomponente especilizado
604310064;HC.5.1 ;Medicamentoscomponente especilizado
604320019;HC.5.1 ;Medicamentoscomponente especilizado
604320027;HC.5.1 ;Medicamentoscomponente especilizado
604320035;HC.5.1 ;Medicamentoscomponente especilizado
604320043;HC.5.1 ;Medicamentoscomponente especilizado
604320051;HC.5.1 ;Medicamentoscomponente especilizado
604320060;HC.5.1 ;Medicamentoscomponente especilizado
604320078;HC.5.1 ;Medicamentoscomponente especilizado
604320086;HC.5.1 ;Medicamentoscomponente especilizado
604320094;HC.5.1 ;Medicamentoscomponente especilizado
604320108;HC.5.1 ;Medicamentoscomponente especilizado
604320116;HC.5.1 ;Medicamentoscomponente especilizado
604320124;HC.5.1 ;Medicamentoscomponente especilizado
604320132;HC.5.1 ;Medicamentoscomponente especilizado
604320140;HC.5.1 ;Medicamentoscomponente especilizado
604320159;HC.5.1 ;Medicamentoscomponente especilizado
604330014;HC.5.1 ;Medicamentoscomponente especilizado
604330022;HC.5.1 ;Medicamentoscomponente especilizado
604340010;HC.5.1 ;Medicamentoscomponente especilizado
604340028;HC.5.1 ;Medicamentoscomponente especilizado
604340036;HC.5.1 ;Medicamentoscomponente especilizado
604340044;HC.5.1 ;Medicamentoscomponente especilizado
604340052;HC.5.1 ;Medicamentoscomponente especilizado
604340060;HC.5.1 ;Medicamentoscomponente especilizado
604340079;HC.5.1 ;Medicamentoscomponente especilizado
604350015;HC.5.1 ;Medicamentoscomponente especilizado
604350023;HC.5.1 ;Medicamentoscomponente especilizado
604350031;HC.5.1 ;Medicamentoscomponente especilizado
604360010;HC.5.1 ;Medicamentoscomponente especilizado
604360029;HC.5.1 ;Medicamentoscomponente especilizado
604360037;HC.5.1 ;Medicamentoscomponente especilizado
604360045;HC.5.1 ;Medicamentoscomponente especilizado
604360053;HC.5.1 ;Medicamentoscomponente especilizado
604360061;HC.5.1 ;Medicamentoscomponente especilizado
604360070;HC.5.1 ;Medicamentoscomponente especilizado
604360088;HC.5.1 ;Medicamentoscomponente especilizado
604360096;HC.5.1 ;Medicamentoscomponente especilizado
604360100;HC.5.1 ;Medicamentoscomponente especilizado
604360118;HC.5.1 ;Medicamentoscomponente especilizado
604360126;HC.5.1 ;Medicamentoscomponente especilizado
604370016;HC.5.1 ;Medicamentoscomponente especilizado
604370024;HC.5.1 ;Medicamentoscomponente especilizado
604380011;HC.5.1 ;Medicamentoscomponente especilizado
604380020;HC.5.1 ;Medicamentoscomponente especilizado
604380038;HC.5.1 ;Medicamentoscomponente especilizado
604380046;HC.5.1 ;Medicamentoscomponente especilizado
604380054;HC.5.1 ;Medicamentoscomponente especilizado
604380062;HC.5.1 ;Medicamentoscomponente especilizado
604380070;HC.5.1 ;Medicamentoscomponente especilizado
604380089;HC.5.1 ;Medicamentoscomponente especilizado
604380097;HC.5.1 ;Medicamentoscomponente especilizado
604390017;HC.5.1 ;Medicamentoscomponente especilizado
604390025;HC.5.1 ;Medicamentoscomponente especilizado
604390033;HC.5.1 ;Medicamentoscomponente especilizado
604390041;HC.5.1 ;Medicamentoscomponente especilizado
604390050;HC.5.1 ;Medicamentoscomponente especilizado
604390068;HC.5.1 ;Medicamentoscomponente especilizado
604390076;HC.5.1 ;Medicamentoscomponente especilizado
604390084;HC.5.1 ;Medicamentoscomponente especilizado
604390092;HC.5.1 ;Medicamentoscomponente especilizado
604390106;HC.5.1 ;Medicamentoscomponente especilizado
604390114;HC.5.1 ;Medicamentoscomponente especilizado
604400012;HC.5.1 ;Medicamentoscomponente especilizado
604410018;HC.5.1 ;Medicamentoscomponente especilizado
604410026;HC.5.1 ;Medicamentoscomponente especilizado
604410034;HC.5.1 ;Medicamentoscomponente especilizado
604420013;HC.5.1 ;Medicamentoscomponente especilizado
604430019;HC.5.1 ;Medicamentoscomponente especilizado
604440014;HC.5.1 ;Medicamentoscomponente especilizado
604450010;HC.5.1 ;Medicamentoscomponente especilizado
604460015;HC.5.1 ;Medicamentoscomponente especilizado
604460023;HC.5.1 ;Medicamentoscomponente especilizado
604460031;HC.5.1 ;Medicamentoscomponente especilizado
604460040;HC.5.1 ;Medicamentoscomponente especilizado
604460058;HC.5.1 ;Medicamentoscomponente especilizado
604460066;HC.5.1 ;Medicamentoscomponente especilizado
604470010;HC.5.1 ;Medicamentoscomponente especilizado
604470029;HC.5.1 ;Medicamentoscomponente especilizado
604470037;HC.5.1 ;Medicamentoscomponente especilizado
604470045;HC.5.1 ;Medicamentoscomponente especilizado
604470053;HC.5.1 ;Medicamentoscomponente especilizado
604480016;HC.5.1 ;Medicamentoscomponente especilizado
604490011;HC.5.1 ;Medicamentoscomponente especilizado
604490020;HC.5.1 ;Medicamentoscomponente especilizado
604500017;HC.5.1 ;Medicamentoscomponente especilizado
604500025;HC.5.1 ;Medicamentoscomponente especilizado
604500033;HC.5.1 ;Medicamentoscomponente especilizado
604500041;HC.5.1 ;Medicamentoscomponente especilizado
604500050;HC.5.1 ;Medicamentoscomponente especilizado
604500068;HC.5.1 ;Medicamentoscomponente especilizado
604500076;HC.5.1 ;Medicamentoscomponente especilizado
604500084;HC.5.1 ;Medicamentoscomponente especilizado
604500092;HC.5.1 ;Medicamentoscomponente especilizado
604510012;HC.5.1 ;Medicamentoscomponente especilizado
604510020;HC.5.1 ;Medicamentoscomponente especilizado
604510039;HC.5.1 ;Medicamentoscomponente especilizado
604510047;HC.5.1 ;Medicamentoscomponente especilizado
604520018;HC.5.1 ;Medicamentoscomponente especilizado
604520026;HC.5.1 ;Medicamentoscomponente especilizado
604530013;HC.5.1 ;Medicamentoscomponente especilizado
604530021;HC.5.1 ;Medicamentoscomponente especilizado
604530030;HC.5.1 ;Medicamentoscomponente especilizado
604530048;HC.5.1 ;Medicamentoscomponente especilizado
604540019;HC.5.1 ;Medicamentoscomponente especilizado
604540027;HC.5.1 ;Medicamentoscomponente especilizado
604540035;HC.5.1 ;Medicamentoscomponente especilizado
604540043;HC.5.1 ;Medicamentoscomponente especilizado
604540060;HC.5.1 ;Medicamentoscomponente especilizado
604540078;HC.5.1 ;Medicamentoscomponente especilizado
604550014;HC.5.1 ;Medicamentoscomponente especilizado
604550022;HC.5.1 ;Medicamentoscomponente especilizado
604560010;HC.5.1 ;Medicamentoscomponente especilizado
604570015;HC.5.1 ;Medicamentoscomponente especilizado
604570023;HC.5.1 ;Medicamentoscomponente especilizado
604570031;HC.5.1 ;Medicamentoscomponente especilizado
604580010;HC.5.1 ;Medicamentoscomponente especilizado
604580029;HC.5.1 ;Medicamentoscomponente especilizado
604580037;HC.5.1 ;Medicamentoscomponente especilizado
604580045;HC.5.1 ;Medicamentoscomponente especilizado
604580053;HC.5.1 ;Medicamentoscomponente especilizado
604580061;HC.5.1 ;Medicamentoscomponente especilizado
604590016;HC.5.1 ;Medicamentoscomponente especilizado
604590024;HC.5.1 ;Medicamentoscomponente especilizado
604600011;HC.5.1 ;Medicamentoscomponente especilizado
604600020;HC.5.1 ;Medicamentoscomponente especilizado
604610017;HC.5.1 ;Medicamentoscomponente especilizado
604610025;HC.5.1 ;Medicamentoscomponente especilizado
604620012;HC.5.1 ;Medicamentoscomponente especilizado
604620020;HC.5.1 ;Medicamentoscomponente especilizado
604620039;HC.5.1 ;Medicamentoscomponente especilizado
604620047;HC.5.1 ;Medicamentoscomponente especilizado
604630018;HC.5.1 ;Medicamentoscomponente especilizado
604630026;HC.5.1 ;Medicamentoscomponente especilizado
604640013;HC.5.1 ;Medicamentoscomponente especilizado
604640021;HC.5.1 ;Medicamentoscomponente especilizado
604640030;HC.5.1 ;Medicamentoscomponente especilizado
604650019;HC.5.1 ;Medicamentoscomponente especilizado
604650027;HC.5.1 ;Medicamentoscomponente especilizado
604650035;HC.5.1 ;Medicamentoscomponente especilizado
604660014;HC.5.1 ;Medicamentoscomponente especilizado
604660022;HC.5.1 ;Medicamentoscomponente especilizado
604660030;HC.5.1 ;Medicamentoscomponente especilizado
604670010;HC.5.1 ;Medicamentoscomponente especilizado
604680023;HC.5.1 ;Medicamentoscomponente especilizado
604690010;HC.5.1 ;Medicamentoscomponente especilizado
604690029;HC.5.1 ;Medicamentoscomponente especilizado
604700016;HC.5.1 ;Medicamentoscomponente especilizado
604710011;HC.5.1 ;Medicamentoscomponente especilizado
604710020;HC.5.1 ;Medicamentoscomponente especilizado
604720017;HC.5.1 ;Medicamentoscomponente especilizado
604720025;HC.5.1 ;Medicamentoscomponente especilizado
604730012;HC.5.1 ;Medicamentoscomponente especilizado
604740018;HC.5.1 ;Medicamentoscomponente especilizado
604750013;HC.5.1 ;Medicamentoscomponente especilizado
604750021;HC.5.1 ;Medicamentoscomponente especilizado
604750030;HC.5.1 ;Medicamentoscomponente especilizado
604750048;HC.5.1 ;Medicamentoscomponente especilizado
604760019;HC.5.1 ;Medicamentoscomponente especilizado
604760027;HC.5.1 ;Medicamentoscomponente especilizado
604760035;HC.5.1 ;Medicamentoscomponente especilizado
604760043;HC.5.1 ;Medicamentoscomponente especilizado
604760051;HC.5.1 ;Medicamentoscomponente especilizado
604760060;HC.5.1 ;Medicamentoscomponente especilizado
604760078;HC.5.1 ;Medicamentoscomponente especilizado
604760086;HC.5.1 ;Medicamentoscomponente especilizado
604770014;HC.5.1 ;Medicamentoscomponente especilizado
604770022;HC.5.1 ;Medicamentoscomponente especilizado
604770030;HC.5.1 ;Medicamentoscomponente especilizado
604780010;HC.5.1 ;Medicamentoscomponente especilizado
701010010;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010029;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010037;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010045;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010053;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010061;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010070;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010088;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010096;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010100;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010118;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010126;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010134;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010142;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010150;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010169;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010177;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010185;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010193;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010207;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010215;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010223;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010231;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010240;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010258;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010266;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010274;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010282;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010290;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010304;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010312;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010320;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701010339;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020016;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020024;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020032;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020040;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020059;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020067;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020075;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020083;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020091;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020105;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020113;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020121;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020130;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020148;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020156;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020164;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020172;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020180;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020199;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020202;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020210;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020229;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020237;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020245;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020253;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020261;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020270;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020288;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020296;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020300;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020318;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020326;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020334;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020342;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020350;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020369;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020377;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020385;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020393;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020407;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020415;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020423;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020431;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020440;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020458;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020466;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020474;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020482;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020490;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020504;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020512;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020520;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020539;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020547;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020555;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020563;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020571;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020580;HC.5.2.3 ;Órteses e outros dispositvos para ortopedia e mobilidade
701020598;HC.5.2.9 ;Outras órteses e dispositivos
